classroom_id,student_id,cond,student_understood,grade
60906,5,1,-0.08574336019448951,-1.8222531938509388
63320,1,-1,1.2834072881323781,-0.46064897261804116
63320,2,-1,0.10384982631274367,-1.27890389213403
63320,3,-1,0.31815680262723944,-1.457164555300912
63320,4,-1,-0.16448460616726376,-1.6278613475637562
63320,5,-1,1.0946995951700327,0.8779582194140798
66368,1,1,-0.12678371285570567,-0.6390712177558966
66368,2,1,0.3103480637230821,-0.33242495458140936
66368,3,1,0.3096079227421732,-1.8625940677421375
66368,4,1,-0.38709726649047616,0.10807246184586367
66368,5,1,-0.8952078839027162,0.7825426302465421
66947,1,-1,-1.1795914302576445,-1.4085230429111606
66947,2,-1,1.6306945056129611,-0.7365004584366714
66947,3,-1,0.9370075941689823,0.9021347073439501
66947,4,-1,0.11044102281770699,-0.8238809848571002
66947,5,-1,-0.37413884641295814,-0.0805711104841842
67345,1,-1,-1.224861198174521,-0.7598196112335938
67345,2,-1,-0.15270267583880465,1.1243327830595675
67345,3,-1,-0.4256148061039048,0.7688314851642982
67345,4,-1,-3.6108945143561546,-1.1738076387015206
67345,5,-1,-0.5097521097210209,-1.1892994824854433
69046,1,1,-0.7456306217039815,-0.6097876015203146
69046,2,1,0.7101790841378972,-0.7993927229257365
69046,3,1,0.7152965359772249,-1.5565419764254063
69046,4,1,1.3456603864928274,0.47745460719723926
69046,5,1,0.10341206729222902,1.227320021320617
70130,1,-1,-1.271333651424443,0.338820710150432
70130,2,-1,-0.5706419893442125,0.6268772846874296
70130,3,-1,-0.4540232064175136,0.07804715088634712
70130,4,-1,-1.392798726030506,-0.9638957775172838
70130,5,-1,-2.062262570223153,-1.097455469004146
72496,1,1,1.2763850103411758,0.6648777797434475
72496,2,1,2.409006200810378,-1.031875820601975
72496,3,1,-1.0164919222106124,-1.2025335953487264
72496,4,1,0.5100048448273189,1.397099359879115
72496,5,1,1.5946894467898658,0.806070923873453
74779,1,-1,-0.8510350403265686,-1.7421305642376812
74779,2,-1,-1.7467434800080133,-0.7459474922072522
74779,3,-1,0.5652631414481651,1.1500012534012967
74779,4,-1,1.1891129069196191,1.3375792005471374
74779,5,-1,-0.6404316039147844,0.49913073432108845
75729,1,1,-0.5096486773756821,-1.2640724596969481
75729,2,1,-1.0137731250456243,-0.9602667052576523
75729,3,1,1.094877127265595,-0.37829452731351254
75729,4,1,1.1212846681687139,0.5559843079111753
75729,5,1,-2.0601739992953125,-0.6896205064156041
76523,1,1,-0.5436992531045081,-0.630831160185211
76523,2,1,0.9295844956622943,-0.3769083856497763
76523,3,1,-1.6670991257442096,-0.03500379033308387
76523,4,1,1.3264892027425408,1.051796380824747
76523,5,1,-0.3395792332632524,1.329645949712554
77933,1,-1,-1.6762360206054345,-0.2632324204411881
77933,2,-1,-0.2678132030580918,-0.5006107660645165
77933,3,-1,2.7207315208566807,1.9353715316408866
77933,4,-1,-2.1205300727570875,-2.9319596199235516
77933,5,-1,1.282132618997583,1.1240928666610122
78801,1,1,0.5304347861117115,0.7332236753660534
78801,2,1,-0.9945621377787085,-2.121786824824853
78801,3,1,0.30363378258615337,0.857408293599711
78801,4,1,0.18899888954635286,1.7133734298851657
78801,5,1,-0.34408425202159676,0.4832635107951492
79776,1,-1,0.035485231599881234,1.597890611158209
79776,2,-1,-0.6682143901657086,-0.6091315446743928
79776,3,-1,-1.330364764319065,0.3142469726000142
79776,4,-1,-2.7269318541824683,-0.6809075057245917
79776,5,-1,-0.6523857610238604,0.21651613887809051
83472,1,1,-0.34260858236484065,0.3474375002439415
83472,2,1,0.4403556637835361,1.2428499294608533
83472,3,1,-0.7342756030725257,0.1120987690310045
83472,4,1,-1.9445197670072467,-0.004972248524703016
83472,5,1,-0.19543989674432652,-0.8022095595429204
86995,1,-1,-0.1327287150786498,-0.21171546507622208
86995,2,-1,-0.2864741292731787,0.1849165619994363
86995,3,-1,-0.36639804935295406,1.271404942116825
86995,4,-1,-0.5665353336977355,-1.0853699120093239
86995,5,-1,0.6332051868058802,0.23935552825387252
87274,1,1,0.35283100735182654,0.7812728323949809
87274,2,1,1.1676804521517834,-1.172082566704633
87274,3,1,-1.744417973829009,-1.3979265149531912
87274,4,1,-0.6265944793723933,-2.2955762464154277
87274,5,1,0.5068086825328448,-1.2215344454918058
89671,1,1,-1.320392616312686,-0.134132977635892
89671,2,1,0.020258868656370083,2.755731302457754
89671,3,1,-2.4166336132364044,-0.6860929689024171
89671,4,1,0.21511807945202518,1.2998045558351403
89671,5,1,0.5401114668146013,0.21968922568992766
91495,1,1,-0.6431831612166299,-0.8314727031563137
91495,2,1,0.9826979325277871,-0.7456594039321525
91495,3,1,0.938093626954858,-0.12389558024148856
91495,4,1,-1.2589073322096185,-1.0170447244023801
91495,5,1,-0.730233339998336,0.3173971182311783
93272,1,-1,-2.127351718015496,-3.186731852434691
93272,2,-1,0.27621851982095375,0.7654143648575408
93272,3,-1,-1.6294673738244565,-1.5135270047855762
93272,4,-1,-0.3623765408420957,-0.05456067177767049
93272,5,-1,1.7448706511182768,0.48884167770352316
94458,1,1,0.24852331505344322,2.1051160591046267
94458,2,1,0.39476964505975287,-0.1189338921493793
94458,3,1,-1.6550810623329193,-0.2724835617227608
94458,4,1,0.9755571164069413,1.703852500326996
94458,5,1,0.7246577662332501,0.3073762896600379
95126,1,1,2.6346685638577596,1.3860641370379796
95126,2,1,-1.2480932297215874,-0.497661665856584
95126,3,1,0.5075810124737508,2.1438961668514382
95126,4,1,0.7679729024769941,1.2289569185736953
95126,5,1,-1.8785986916779511,-1.13657393277074
99203,1,-1,0.8511012126978795,1.713370360180091
99203,2,-1,-0.4068679981713359,-0.4006123871261914
99203,3,-1,-0.9877223476533057,-0.24384974079538713
99203,4,-1,-0.7272966724975645,-1.1074906414951067
99203,5,-1,-1.923672956374705,-0.24586987704821123
